,,,ELECTORES,ELECTORES,ELECTORES,VOTANTES,VOTANTES,VOTANTES,CAMBIEMOS,CAMBIEMOS,CAMBIEMOS,ALIANZA FRENTE PARA LA VICTORIA,UNIDAD CIUDADANA,UNIDAD CIUDADANA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),1PAIS,1PAIS,VOTOS BLANCOS,VOTOS BLANCOS,VOTOS BLANCOS,FRENTE JUSTICIALISTA,FRENTE JUSTICIALISTA,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES
,,,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,paso_2017,DN_2017,paso_2017,DN_2017,DN_2015
dpto_merger_str,circuito,PROV_REF_ID,,,,,,,,,,,,,,,,,,,,,,,
coronel de marina l. rosales,0249B,2,257,261,261,218,204,206,77,83,106,70,58,47,42,33,30,22,6,10,7,9,4,3,4
san pedro,0918,2,304,272,270,225,174,183,100,79,99,53,36,45,40,19,14,22,13,9,15,11,4,4,3
lobos,0580,2,270,253,252,226,168,195,118,88,122,42,39,31,35,20,21,24,4,2,6,10,2,7,2
general paz,0347,2,419,0,306,360,0,247,136,0,97,149,0,90,38,0,40,33,0,7,0,4,0,6,3
chivilcoy,0224,2,278,273,272,0,213,225,83,70,88,95,37,21,48,53,62,9,6,4,40,50,0,0,0
general viamonte,0405,2,308,244,244,214,157,164,63,66,78,88,56,62,33,16,6,26,6,2,6,10,0,2,1
general villegas,0421,2,248,232,232,210,172,187,60,67,100,33,11,18,105,48,62,10,2,4,37,3,1,0,2
lujan,0597,2,167,284,284,130,209,225,79,149,169,17,29,32,16,9,11,6,5,2,9,5,2,3,2
navarro,0678,2,271,227,226,226,161,172,87,82,90,72,34,40,32,16,12,27,4,8,16,16,1,5,4
villarino,1009,2,239,234,234,189,181,182,129,121,133,19,9,13,24,7,12,10,17,17,15,5,4,2,2
bragado,0141,2,236,243,243,191,167,176,68,53,67,77,67,74,11,19,17,32,18,9,6,7,1,2,3
punta indio,0612,2,261,252,252,0,180,196,77,82,112,61,51,50,26,18,14,47,19,11,2,4,2,3,1
baradero,0111,2,222,220,219,191,169,183,70,70,87,70,34,32,20,22,16,23,0,22,4,16,14,10,5
monte,0660,2,237,225,223,199,152,156,91,94,106,40,25,25,43,15,13,17,3,0,4,8,4,3,2
pehuajo,0736,2,258,237,236,207,170,0,95,95,113,46,37,40,41,20,12,21,5,7,2,6,1,4,2
brandsen,0153A,2,210,215,213,177,160,173,73,75,94,55,32,30,25,12,11,15,28,26,3,5,5,6,4
colon,0231,2,202,213,211,163,171,176,54,51,62,80,20,58,9,6,8,11,14,14,73,32,2,2,2
adolfo gonzales chaves,0428,2,197,207,207,177,160,182,22,28,39,92,54,59,9,22,20,50,46,52,0,1,1,1,2
colon,0231A,2,265,252,251,224,0,0,82,79,89,51,37,46,47,23,21,29,27,23,23,23,2,1,5
balcarce,0104,2,181,243,241,135,160,173,67,98,107,27,31,31,16,10,13,19,6,3,10,14,2,4,2
coronel suarez,0258,2,206,194,193,180,161,164,68,51,67,39,22,29,26,33,34,41,42,27,4,2,3,3,1
chivilcoy,0221,2,234,208,206,194,121,154,48,50,68,50,4,10,65,32,30,24,8,6,24,39,3,1,2
lincoln,0565,2,214,197,197,175,150,156,59,62,80,54,36,36,27,30,22,26,18,6,1,4,2,6,5
mercedes,0645,2,238,199,199,184,140,145,54,0,56,54,40,40,41,23,19,26,5,8,42,18,12,2,2
brandsen,0149,2,206,207,206,166,146,155,73,70,78,50,41,52,22,16,11,16,8,6,2,4,2,4,2
carmen de areco,0177,2,201,206,204,165,145,157,67,55,75,58,38,44,18,19,16,18,25,11,5,7,0,3,2
daireaux,0181,2,197,203,202,172,142,158,75,60,78,56,36,45,18,17,10,22,20,18,3,2,1,3,0
carlos casares,0166,2,218,194,194,179,137,153,66,55,65,63,10,14,28,19,17,20,0,7,46,49,0,0,0
pergamino,0752,2,215,197,196,176,138,150,68,72,85,64,23,33,29,13,7,11,7,3,16,15,3,7,2
roque perez,0833,2,282,246,245,213,0,0,104,90,104,46,22,38,40,42,24,0,1,0,6,8,2,2,4
alberti,0013,2,183,190,189,162,152,160,92,86,107,41,6,8,21,10,10,6,1,1,42,27,0,6,0
tandil,0938,2,230,207,205,163,130,141,65,53,71,27,21,25,31,23,26,33,9,7,9,8,5,4,4
coronel suarez,0256A,2,172,202,200,151,155,161,68,79,84,43,35,38,15,20,17,11,7,8,6,7,1,7,5
chascomus,0209,2,145,237,235,121,165,191,47,0,96,28,35,47,24,22,19,8,0,9,0,6,0,13,10
salto,0858,2,240,228,226,174,142,0,0,34,53,65,39,51,43,34,18,58,14,0,14,14,3,4,3
dolores,0285,2,198,215,213,0,162,162,60,64,81,57,56,56,19,24,9,22,3,4,6,6,0,3,1
guamini,0433,2,219,180,180,167,124,133,91,75,80,46,19,29,11,10,13,15,12,11,3,0,0,0,0
navarro,0680,2,201,171,170,179,117,145,92,73,95,45,17,24,25,15,14,9,4,5,4,5,0,2,2
roque perez,0835,2,198,176,174,156,126,133,83,77,86,29,21,22,24,17,15,10,7,4,1,2,1,3,5
monte,0658,2,196,171,170,159,128,134,40,43,57,61,35,40,36,22,25,13,9,4,12,8,0,0,3
exaltacion de la cruz,0298,2,267,0,269,214,0,201,79,0,120,62,0,39,38,0,19,29,0,14,0,5,0,4,3
benito juarez,0440,2,183,171,169,152,131,132,47,50,61,72,51,52,14,7,3,12,15,8,3,3,1,1,3
trenque lauquen,0961D,2,186,167,166,154,130,128,66,46,62,34,33,33,33,45,27,18,2,3,2,2,0,1,3
magdalena,0608,2,205,180,179,165,89,133,67,42,79,29,12,25,49,16,17,16,6,4,7,6,0,1,0
general arenales,0315,2,218,190,190,172,0,137,95,68,83,46,35,31,14,10,11,12,0,0,3,5,0,2,2
la plata,0496F,2,161,173,173,132,139,145,47,48,63,39,36,41,24,21,14,12,19,12,4,7,0,7,2
puan,0781,2,182,179,179,146,124,122,90,74,80,13,18,10,8,5,3,21,10,6,4,6,8,13,5
olavarria,0712,2,209,201,199,0,129,141,52,39,54,54,36,46,31,33,27,28,7,6,4,5,1,1,3
pehuajo,0735,2,250,0,231,221,0,197,49,0,78,103,0,88,39,0,10,24,0,1,0,10,0,1,4
pila,0766,2,178,166,164,146,116,135,72,80,94,29,16,22,30,13,8,12,5,6,0,4,0,0,0
zarate,1013A,2,200,185,185,143,118,113,20,22,32,70,55,63,23,11,5,20,4,4,6,4,1,3,0
coronel dorrego,0234,2,168,170,170,128,124,127,87,89,94,13,15,16,10,15,13,14,2,0,1,3,0,0,2
mercedes,0647,2,174,157,157,143,124,125,54,50,64,38,37,31,28,14,13,18,6,3,8,8,2,3,3
san andres de giles,0862A,2,203,189,189,0,128,137,46,57,61,46,30,43,39,19,20,22,12,7,4,3,1,3,0
general paz,0352,2,170,146,145,156,115,130,82,72,89,38,22,24,12,14,10,7,1,4,2,2,0,1,2
navarro,0677,2,211,167,167,160,77,115,50,17,43,55,37,45,18,8,13,35,2,7,9,6,1,0,0
saladillo,0852,2,200,166,164,148,96,105,98,76,87,12,3,3,13,12,9,21,3,4,1,2,0,0,2
chivilcoy,0216,2,167,152,150,144,112,122,28,26,27,53,9,11,46,26,31,16,8,7,38,44,1,2,0
rojas,0826,2,152,141,140,135,125,126,75,76,85,22,19,17,24,15,13,12,7,4,4,5,0,2,0
canuelas,0162,2,170,158,156,127,115,116,41,43,53,48,41,41,25,17,10,6,3,1,6,9,3,2,3
chivilcoy,0220,2,181,171,171,153,123,133,0,58,73,0,10,9,0,12,12,0,10,9,29,30,1,0,0
florentino ameghino,0361A,2,152,146,145,133,123,118,50,69,74,64,2,5,16,6,7,0,7,5,27,26,0,1,2
benito juarez,0441,2,164,156,154,127,111,119,55,55,76,46,22,25,17,12,9,7,9,6,5,1,0,0,1
tornquist,0956,2,0,246,244,0,169,176,0,91,99,0,15,24,0,14,21,0,7,1,34,30,1,1,0
tandil,0934,2,194,196,194,121,102,0,44,56,72,26,12,18,23,25,19,24,2,6,1,1,4,2,1
coronel suarez,0258C,2,147,153,151,115,115,118,44,42,54,33,24,27,10,14,16,24,26,15,3,2,3,2,2
puan,0777A,2,151,144,144,124,108,119,72,69,80,31,19,21,3,13,13,14,0,2,2,1,1,2,1
balcarce,0102,2,206,178,178,132,99,0,54,49,64,28,18,24,28,16,12,17,4,3,4,10,2,1,2
navarro,0681A,2,209,0,214,181,0,172,54,0,67,93,0,64,19,0,13,14,0,9,0,19,0,0,0
chascomus,0204,2,179,154,153,133,95,101,52,63,71,12,14,12,38,9,7,20,2,2,1,3,1,2,2
mercedes,0648,2,230,0,200,187,0,161,55,0,70,76,0,52,28,0,19,23,0,8,0,7,0,3,2
tres lomas,0745,2,133,136,135,124,116,121,45,39,54,49,41,53,16,21,8,12,10,4,0,1,2,1,0
chivilcoy,0215,2,166,141,141,127,105,106,47,42,52,28,12,15,35,24,16,12,7,5,16,17,2,1,0
pergamino,0747,2,145,164,164,117,103,109,65,54,76,22,19,19,14,10,5,7,4,1,7,4,2,3,3
castelli,0187,2,148,149,147,124,103,117,54,45,62,33,14,14,10,7,8,21,6,4,21,24,2,3,1
nueve de julio,0697,2,155,149,149,122,104,106,64,64,77,18,12,7,28,15,14,12,7,4,2,4,2,0,1
rauch,0813,2,152,139,137,122,100,109,68,70,81,25,17,16,10,9,7,16,2,4,0,0,0,0,1
maipu,0617,2,156,144,142,128,80,113,63,43,61,20,8,16,13,19,19,29,7,11,0,2,1,4,2
veinticinco de mayo,0981,2,168,143,143,124,81,96,50,39,46,30,20,24,23,12,9,15,1,6,3,5,3,3,1
carlos casares,0166A,2,154,142,141,118,81,100,34,27,46,47,14,14,19,13,11,12,2,5,16,22,1,1,0
ensenada,0492,2,180,178,178,118,0,0,18,25,32,38,49,60,35,18,9,9,4,6,3,2,15,11,16
chivilcoy,0212,2,142,121,121,122,89,99,26,22,24,34,7,10,36,11,20,20,5,6,37,33,2,6,3
salto,0857B,2,132,133,131,105,96,93,42,38,47,28,17,27,16,13,4,10,11,4,11,6,3,5,3
coronel dorrego,0236,2,147,137,137,108,82,85,72,51,54,10,10,13,14,10,8,9,2,4,0,2,3,3,2
balcarce,0103,2,152,146,146,98,60,104,68,43,73,8,5,12,15,3,11,4,4,2,3,5,0,1,0
coronel de marina l. rosales,0248B,2,169,139,140,102,77,80,67,51,62,7,4,5,16,5,8,8,11,3,0,0,1,2,4
general belgrano,0322,2,121,123,120,108,89,97,39,34,42,34,13,16,17,8,5,16,9,4,25,27,0,1,1
pehuajo,0734A,2,141,136,136,0,104,108,35,39,57,52,36,36,12,19,7,8,1,5,5,1,1,2,2
rojas,0825,2,139,125,123,111,76,84,75,58,68,7,6,7,16,7,5,12,1,0,0,2,0,2,0
bartolome mitre,0117B,2,124,122,122,101,86,92,59,50,50,20,17,25,12,7,10,7,4,2,6,4,0,1,1
lincoln,0557,2,144,115,115,109,75,86,51,34,46,32,12,15,12,7,10,10,7,3,6,5,4,6,2
general alvear,0312,2,144,134,132,101,69,86,52,37,53,25,9,15,12,9,10,0,1,5,4,3,0,0,0
chascomus,0206,2,157,112,110,124,61,75,55,30,45,20,8,13,23,9,9,15,8,3,2,3,1,1,2
bragado,0138,2,118,119,119,94,80,92,42,33,50,41,30,32,3,10,2,5,1,1,3,1,1,6,1
general juan madariaga,0343,2,134,132,132,97,54,96,40,30,57,24,7,12,19,6,16,6,5,4,2,6,1,1,2
junin,0454,2,140,134,133,0,89,93,42,39,50,22,18,26,23,15,10,16,10,3,3,3,0,0,2
ayacucho,0055,2,109,120,118,89,66,95,54,42,68,4,2,4,16,10,14,13,8,3,1,4,1,1,1
canuelas,0160,2,102,118,116,88,85,86,19,19,31,36,35,32,15,16,8,8,4,5,2,5,3,5,5
alberti,0015,2,96,108,107,84,90,93,15,21,27,57,15,20,6,6,0,4,3,3,43,42,1,1,0
roque perez,0837,2,126,123,123,89,65,78,58,46,60,7,9,8,11,6,5,12,4,2,0,1,0,0,0
patagones,0730,2,124,118,118,85,73,80,39,26,34,25,27,30,12,14,12,7,3,2,0,1,0,0,0
la plata,0504C,2,0,285,285,0,111,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carlos casares,0165A,2,126,102,101,103,68,72,47,28,34,35,15,12,7,6,6,14,6,5,11,13,1,1,0
general paz,0346,2,152,107,105,104,58,66,32,23,26,42,18,23,11,12,11,15,0,1,1,0,0,1,1
navarro,0679,2,123,107,107,100,61,76,28,38,44,29,10,15,25,6,4,13,4,4,1,9,1,0,3
suipacha,0929A,2,120,102,102,100,65,75,54,39,47,33,12,10,9,10,8,4,0,0,3,8,0,1,0
suipacha,0930,2,122,101,101,100,58,81,44,27,46,30,18,17,12,2,4,13,4,6,4,5,0,3,1
chacabuco,0193,2,126,97,96,101,63,73,62,32,45,19,16,22,5,8,3,12,3,0,4,1,0,2,2
las flores,0540,2,115,108,107,92,67,79,51,42,56,9,5,5,12,10,11,9,2,2,1,3,1,0,0
azul,0066,2,106,105,103,82,76,83,27,42,48,18,11,18,13,6,5,12,8,8,0,1,3,0,6
baradero,0108,2,119,110,110,82,70,73,37,31,38,20,7,13,12,16,12,11,0,6,1,2,0,1,0
magdalena,0607,2,96,98,96,84,73,83,31,27,45,21,23,19,23,11,10,0,3,0,3,3,2,4,2
olavarria,0723A,2,133,120,118,78,52,63,36,23,33,15,8,9,16,7,15,8,5,4,3,1,0,1,0
tapalque,0947,2,110,108,106,0,75,90,39,22,39,45,39,40,6,7,6,7,1,0,0,3,1,1,0
leandro n. alem,0550,2,108,104,104,0,75,86,15,10,17,53,46,54,21,11,6,7,6,5,1,3,1,1,0
navarro,0682,2,117,96,95,98,59,64,52,32,43,28,14,15,8,2,2,0,0,3,1,1,0,0,1
saladillo,0848,2,103,97,95,80,63,69,45,39,48,13,10,16,14,5,3,5,4,2,0,0,0,0,0
tandil,0939,2,96,90,88,78,70,71,38,49,51,14,11,13,13,4,3,10,2,2,3,1,0,0,1
tandil,0935,2,113,99,98,85,56,64,43,30,41,12,7,6,13,0,4,14,3,7,4,4,0,2,0
las flores,0545,2,93,99,97,69,68,81,34,34,49,13,0,8,12,21,16,1,1,1,1,4,0,2,0
pergamino,0748E,2,107,90,89,83,66,66,26,18,30,29,29,26,17,9,5,0,3,1,4,2,1,1,1
las flores,0539,2,105,111,110,66,58,63,28,21,41,5,11,7,13,15,9,15,5,4,1,0,3,2,0
lincoln,0556,2,126,94,94,0,64,72,58,43,50,21,5,9,11,4,6,16,5,0,4,7,1,0,0
azul,0062A,2,90,104,102,75,60,71,22,20,36,21,23,23,9,11,5,4,2,2,0,2,2,1,0
chacabuco,0194,2,118,96,96,94,62,0,56,34,44,26,15,19,6,8,1,0,0,1,4,3,0,1,0
lobos,0576A,2,89,92,91,76,64,72,44,43,56,15,7,11,7,3,0,0,2,2,6,2,0,1,0
colon,0230A,2,95,97,96,75,58,71,43,32,43,9,6,9,12,4,7,0,6,9,5,1,0,2,1
general pinto,0358,2,101,89,89,81,59,66,19,24,28,30,10,14,21,21,16,7,1,0,1,3,0,0,0
saladillo,0851,2,100,93,91,79,55,66,48,29,42,8,6,7,16,14,11,7,0,1,2,2,1,1,0
general las heras,0548B,2,94,87,87,82,55,65,16,16,27,34,21,21,22,10,15,7,1,1,4,1,2,0,1
daireaux,0182,2,99,87,86,84,45,67,32,21,41,27,12,18,8,3,3,17,4,3,3,0,0,1,0
lincoln,0555,2,114,81,81,86,54,53,36,24,30,33,17,14,1,2,3,15,5,4,4,1,0,1,0
olavarria,0720,2,135,0,139,101,0,93,54,0,72,13,0,7,26,0,8,7,0,0,0,1,0,0,0
adolfo alsina,0006,2,88,84,82,74,62,68,49,27,34,10,11,10,7,18,17,3,2,3,0,1,1,3,1
ayacucho,0052,2,82,87,85,67,55,75,43,32,47,11,8,11,5,9,8,7,1,2,4,4,1,1,1
san cayetano,0871B,2,84,79,79,73,60,66,67,52,61,1,0,1,1,5,3,3,1,0,0,1,2,0,1
coronel pringles,0246,2,97,89,89,72,55,57,48,39,42,7,6,6,7,1,0,0,1,1,3,2,5,4,3
bartolome mitre,0117A,2,92,81,79,74,55,64,44,38,46,13,3,6,4,3,3,11,3,3,4,3,2,1,0
lincoln,0558,2,109,81,81,80,52,53,44,20,29,28,12,16,2,4,4,5,2,2,4,2,1,0,0
lincoln,0567,2,89,90,90,75,49,69,36,0,39,19,7,14,13,9,9,7,4,3,3,3,0,0,0
chacabuco,0196A,2,84,83,81,66,62,64,26,31,38,25,17,19,6,6,3,5,3,0,3,3,0,0,0
chivilcoy,0219,2,95,89,88,77,0,68,22,30,29,22,10,8,22,4,7,10,0,9,13,14,1,1,1
ayacucho,0056,2,102,107,105,73,29,58,28,12,32,26,2,8,6,7,10,0,1,0,0,2,4,6,1
general alvarado,0309,2,99,91,88,66,49,52,21,17,23,17,14,12,25,12,13,1,4,2,0,2,0,0,0
san pedro,0916,2,103,83,83,81,0,66,32,24,34,25,14,19,13,10,4,9,0,0,2,3,0,2,0
veinticinco de mayo,0986,2,92,72,71,73,56,57,27,18,23,21,14,16,14,10,10,11,5,5,3,2,0,1,0
san cayetano,0871C,2,86,82,80,63,53,60,35,34,41,8,1,2,3,5,4,15,9,9,3,3,1,1,1
general paz,0349,2,89,73,71,77,53,59,29,27,30,32,19,19,5,4,7,0,0,2,1,1,0,0,0
rauch,0811,2,0,128,126,0,73,98,0,32,57,0,23,28,0,10,5,0,4,5,0,0,1,2,0
bolivar,0128,2,97,73,71,79,47,57,31,20,36,24,2,5,12,2,3,0,0,2,10,9,0,0,1
bolivar,0131,2,110,65,63,84,42,50,40,17,25,18,0,3,14,3,1,8,2,4,11,14,0,3,2
chacabuco,0196,2,84,70,70,67,56,59,32,23,34,18,9,13,10,11,3,5,5,0,1,3,0,4,1
junin,0448,2,73,76,76,60,58,58,34,31,35,11,7,7,9,8,6,5,5,4,4,4,1,2,0
ramallo,0801,2,106,79,78,0,56,59,38,26,32,11,10,5,18,19,20,10,1,1,0,1,0,0,1
general viamonte,0407,2,80,77,77,56,54,59,26,29,38,10,12,13,13,7,7,3,1,0,0,1,0,0,1
mar chiquita,0621,2,82,79,79,56,44,59,39,28,41,11,4,9,2,9,6,1,0,1,1,2,0,0,0
azul,0062B,2,80,93,90,0,56,65,34,38,43,9,0,10,4,8,5,5,4,0,0,4,2,1,1
punta indio,0611,2,65,69,69,64,49,60,21,27,33,24,10,11,8,7,10,10,0,0,0,4,1,2,1
general la madrid,0336,2,81,66,66,69,46,53,17,16,23,39,18,21,7,5,1,4,3,2,2,1,1,3,0
hipolito yrigoyen,0742B,2,67,70,68,56,57,59,25,27,23,25,5,4,0,1,1,6,2,1,19,28,0,0,0
rojas,0824,2,73,69,67,60,50,54,24,16,23,9,17,16,20,11,9,5,3,2,1,1,0,1,0
bragado,0142,2,79,67,67,61,45,53,25,22,32,21,11,12,3,6,4,7,4,5,1,0,0,0,2
chacabuco,0195,2,89,68,67,66,37,43,45,26,35,10,4,5,8,2,2,2,3,1,0,0,0,0,0
bolivar,0129,2,80,68,66,55,43,46,22,11,19,21,16,14,5,6,7,4,3,1,4,4,0,0,1
general villegas,0412,2,73,68,68,59,41,44,20,16,16,13,13,14,20,8,13,6,1,1,2,0,0,0,0
san andres de giles,0862,2,106,0,99,77,0,69,21,0,36,12,0,15,23,0,6,17,0,4,0,7,0,1,1
rojas,0828,2,80,63,62,63,40,45,31,21,28,8,8,10,11,5,4,9,0,0,1,0,2,1,1
bolivar,0131A,2,91,62,61,73,0,47,31,22,24,16,2,3,17,6,6,8,1,2,8,10,0,1,0
azul,0061,2,76,74,74,53,40,46,19,25,33,8,6,7,6,6,4,0,2,0,0,0,0,2,1
general alvear,0311,2,78,71,69,65,29,38,24,9,19,24,3,9,9,5,6,8,1,0,8,4,0,0,0
tres arroyos,0970,2,85,67,67,47,40,46,15,6,11,10,4,11,12,16,9,9,6,9,2,2,2,1,0
salto,0855A,2,78,64,62,55,36,42,32,25,34,7,1,0,8,3,1,3,4,4,2,3,0,0,0
chacabuco,0191,2,69,56,56,57,44,41,28,23,28,11,3,3,7,8,6,7,1,1,6,1,1,2,2
general paz,0350,2,66,60,59,57,38,45,31,24,26,12,6,5,5,5,7,6,1,2,1,3,0,1,0
chascomus,0205,2,75,59,57,59,35,41,30,23,32,6,3,3,13,6,1,7,2,1,1,3,0,1,1
general juan madariaga,0342,2,79,63,63,56,30,37,19,16,20,19,7,7,11,5,6,5,1,0,1,3,0,1,1
coronel dorrego,0237A,2,65,71,71,38,39,45,30,24,28,2,4,3,4,8,10,1,0,0,2,3,1,0,0
nueve de julio,0705,2,63,56,56,47,44,44,21,23,26,14,7,8,1,7,5,9,3,2,0,2,1,1,1
castelli,0186,2,75,60,59,56,28,40,24,13,26,15,2,1,5,0,0,8,0,3,9,8,1,1,0
loberia,0569,2,102,0,79,67,0,59,37,0,38,14,0,15,3,0,1,11,0,4,0,0,0,0,0
san pedro,0919,2,73,70,68,56,0,0,21,23,30,14,12,13,17,11,8,4,0,2,2,2,1,0,0
rauch,0808,2,75,62,60,51,26,38,27,14,22,16,5,7,4,4,6,4,0,1,0,1,1,1,0
adolfo alsina,0002,2,89,55,55,56,28,30,28,19,23,6,2,2,11,3,3,7,1,0,2,2,1,0,1
magdalena,0610,2,70,68,66,55,10,46,29,7,32,7,0,6,12,0,6,5,0,0,0,0,0,1,1
monte,0659,2,64,54,52,50,39,39,18,23,20,7,6,6,16,4,2,6,2,2,2,4,1,2,0
chivilcoy,0226,2,69,59,58,49,38,40,17,0,19,9,1,1,17,8,5,6,0,2,0,13,0,0,0
junin,0453,2,62,53,53,48,33,41,31,18,29,2,3,1,11,9,7,1,1,2,1,1,0,0,1
dolores,0283,2,69,57,57,43,30,39,18,21,21,14,7,9,3,1,1,5,1,1,0,0,0,0,0
escobar,0775A,2,67,64,64,39,28,33,11,10,15,11,8,11,11,5,1,5,3,3,1,3,0,0,1
junin,0449,2,71,55,55,44,25,37,29,22,30,6,1,4,4,2,1,1,0,1,0,1,0,0,0
coronel dorrego,0233,2,48,49,49,42,37,44,26,26,34,4,4,2,1,1,3,5,5,2,0,2,0,0,0
chascomus,0208,2,75,54,52,51,26,26,17,7,13,15,4,4,9,5,5,8,4,2,4,1,0,1,0
tres arroyos,0975A,2,60,56,56,41,36,42,12,13,15,13,7,9,7,5,7,0,0,0,1,1,1,0,0
zarate,1020,2,53,53,53,38,36,38,9,9,11,19,15,18,7,7,5,1,1,0,2,4,0,0,0
las flores,0541,2,61,48,47,53,30,33,29,17,23,7,1,2,2,9,6,9,0,0,0,1,0,0,0
las flores,0542,2,55,50,48,44,35,38,22,17,24,8,4,5,2,4,4,5,4,1,1,1,2,1,1
san antonio de areco,0868,2,66,41,41,54,28,32,25,11,18,21,7,10,5,3,2,1,1,0,2,1,0,1,0
trenque lauquen,0961A,2,54,51,49,45,28,33,14,13,16,8,1,4,12,10,9,11,1,1,1,2,0,1,0
veinticinco de mayo,0982,2,85,0,64,59,0,47,32,0,37,9,0,3,11,0,3,5,0,0,0,2,0,1,0
san vicente,0927,2,61,53,53,48,14,36,22,5,19,6,2,6,16,1,2,3,2,5,0,3,0,0,0
nueve de julio,0704,2,54,47,47,47,33,40,29,0,24,0,8,8,0,10,7,0,0,1,0,0,0,0,0
lincoln,0560,2,0,80,80,0,48,50,0,19,25,0,14,16,0,5,5,0,1,0,4,2,0,2,0
nueve de julio,0708,2,0,71,71,0,51,52,0,28,38,0,7,6,0,8,4,0,3,1,4,3,0,0,0
pergamino,0750,2,60,49,47,44,0,36,26,21,33,7,3,1,8,2,1,2,0,0,1,0,0,0,0
rojas,0829,2,53,52,51,37,22,32,18,9,18,2,3,3,9,7,5,8,3,4,0,1,0,0,0
bolivar,0125A,2,55,43,41,47,26,31,14,14,15,15,0,4,7,2,5,3,5,1,3,3,0,0,1
benito juarez,0437,2,0,71,69,0,44,54,0,22,27,0,9,11,0,5,6,0,3,6,0,2,1,0,0
tapalque,0948,2,54,46,44,45,16,34,24,9,23,5,1,2,5,5,4,9,0,1,0,2,0,0,0
azul,0065,2,46,49,47,36,30,34,11,11,18,6,3,6,8,10,7,2,0,2,0,0,2,1,0
veinticinco de mayo,0987,2,84,0,64,65,0,0,37,0,32,10,0,5,7,0,0,10,0,5,0,0,0,2,0
tres arroyos,0968,2,48,41,41,33,30,32,13,13,23,3,7,4,4,2,4,9,7,1,0,0,1,0,3
baradero,0109,2,54,43,42,0,33,35,20,12,16,10,7,8,7,6,5,6,1,2,4,3,0,0,2
ayacucho,0050,2,52,52,50,31,21,28,22,17,18,0,1,4,4,2,3,2,1,0,0,2,0,0,0
benito juarez,0442,2,62,51,49,0,0,37,26,8,18,16,11,14,6,5,2,2,0,0,1,0,0,0,1
olavarria,0718A,2,40,42,40,31,31,34,5,10,14,7,10,15,12,4,3,5,3,0,1,2,0,0,0
rauch,0812,2,51,40,38,41,17,31,20,8,20,9,4,6,3,2,0,7,1,1,0,2,0,0,0
loberia,0570,2,70,0,62,44,0,42,26,0,29,5,0,3,8,0,6,1,0,1,0,1,0,1,0
tapalque,0945,2,0,64,62,0,45,43,0,18,17,0,10,11,0,9,8,0,0,5,1,0,0,0,0
olavarria,0721,2,55,36,36,41,21,21,18,12,16,8,1,2,10,5,1,4,2,0,1,0,0,1,1
coronel suarez,0255,2,50,38,36,30,25,27,25,19,25,1,0,0,0,3,1,2,2,0,0,0,1,0,0
baradero,0114,2,40,41,41,30,24,27,6,11,12,11,4,8,7,4,5,6,3,1,0,0,1,1,0
san cayetano,0871A,2,0,63,63,0,38,40,0,31,32,0,1,1,0,3,4,0,3,2,0,1,0,0,0
bahia blanca,0090,2,49,32,32,40,23,23,13,8,13,11,5,2,5,5,4,5,0,0,1,3,2,1,3
rivadavia,0818,2,46,39,39,35,20,22,20,10,12,4,3,1,7,5,6,4,0,1,2,2,0,0,0
bolivar,0126,2,52,38,36,42,16,21,24,12,15,5,1,1,7,0,1,3,0,0,1,1,0,0,0
rauch,0807,2,46,38,36,33,22,27,15,10,17,9,1,4,6,3,2,0,4,1,1,1,0,0,0
chacabuco,0192,2,43,35,33,36,19,25,28,12,15,5,3,5,1,2,1,1,2,0,0,1,0,1,0
salto,0857A,2,42,37,36,33,23,23,14,7,11,11,5,7,4,4,1,2,2,1,2,2,0,0,0
rauch,0810,2,0,65,63,0,25,43,0,8,18,0,7,16,0,8,5,0,1,4,0,1,0,0,0
adolfo alsina,0004,2,54,41,41,28,18,18,16,12,12,6,0,0,4,5,6,2,1,0,0,0,0,0,0
olavarria,0719A,2,45,39,37,34,25,0,11,10,11,4,7,4,12,7,6,5,0,0,0,2,1,2,0
pila,0765A,2,38,46,43,30,8,30,8,5,18,9,2,9,8,0,2,3,1,1,0,0,0,0,0
las flores,0544,2,41,39,37,28,17,29,0,7,15,0,2,2,0,5,5,0,0,0,0,2,1,3,0
coronel suarez,0256,2,38,35,33,15,21,27,8,9,14,3,3,4,2,3,6,0,3,2,1,1,0,0,0
general arenales,0314A,2,37,36,36,24,19,19,5,7,8,10,5,5,4,2,1,3,0,1,1,2,0,2,0
monte,0662,2,35,38,36,22,18,19,5,4,5,3,4,3,9,5,6,2,2,1,0,3,1,1,0
coronel dorrego,0232A,2,31,30,30,22,22,22,17,15,14,5,3,4,0,2,2,0,2,1,0,0,0,0,0
carlos casares,0164A,2,36,35,33,23,17,20,8,5,6,5,3,4,3,1,4,4,3,3,4,2,0,0,0
